City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
643,Vanimo,PG,76.91,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
646,Tarakan,ID,78.13,overcast clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
649,Nalut,LY,75.81,overcast clouds,30.3333,10.85,
650,Kibala,TD,76.95,thunderstorm,9.1104,18.3463,hotel safari
652,Cotacachi,EC,65.75,moderate rain,0.3,-78.2667,La Mirage Garden Hotel And Spa
654,San Vicente,AR,63.25,moderate rain,-26.6167,-54.1333,Complejo Turístico Farelluk
655,Gasa,PS,73.18,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
656,Matara,LK,77.83,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
657,Auki,SB,78.51,scattered clouds,-8.7676,160.7034,Auki Motel
660,Faya,SA,63.12,clear sky,18.3851,42.4509,املاك خالد الشعشوع
664,Monte Azul,BR,79.75,overcast clouds,-15.155,-42.8747,Hotel Delfino
668,Walvis Bay,,61.09,clear sky,-22.9575,14.5053,Oyster Box Guesthouse
671,Tandil,AR,66.31,broken clouds,-37.3217,-59.1332,HOSTAL DE LA SIERRA TANDIL
674,Lubango,AO,67.51,overcast clouds,-14.9172,13.4925,Hotel Serra da Chela
675,Tsiroanomandidy,MG,70.57,clear sky,-18.7667,46.0333,Hotel du Bongolave
676,Fukue,JP,64.4,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
677,Trairi,BR,82.47,few clouds,-3.2778,-39.2689,janelas do mar
678,Alta Floresta,BR,83.97,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
679,Mangla,PK,64.83,clear sky,31.8931,72.3817,Rana Tariq Aziz House
680,Tonj,SS,76.8,overcast clouds,7.2737,28.6822,Lakan Hotel
681,Chongwe,ZM,77.49,scattered clouds,-15.3292,28.682,Grakas Lodge
682,Puerto Cabezas,NI,84.16,broken clouds,14.0351,-83.3888,Cabaña Caribe
683,Houma,US,84.2,scattered clouds,29.5958,-90.7195,Courtyard by Marriott Houma
687,Ahwa,IN,65.35,clear sky,20.75,73.6833,GREEN ORAA HOMESTAY AHWA
689,Abu Kamal,SY,72.36,scattered clouds,34.4506,40.9171,محطة التلفاز
691,Lamu,KE,75.42,broken clouds,-2.2717,40.902,Lamu House
692,Reo,BF,83.44,light rain,12.3167,-2.4667,Hôtel Deogratias
694,La Moncada,MX,77.92,broken clouds,20.2667,-100.8,Hacienda De Panales Galera
696,Madras,IN,84.18,mist,13.0878,80.2785,City home
697,Bani Walid,LY,80.69,overcast clouds,31.7566,13.9942,منزل الصابر أبوفانة
698,Bambari,CF,71.92,light rain,5.768,20.6757,Hotel-Restaurant BIBICH
700,Mayumba,GA,76.91,overcast clouds,-3.432,10.6554,LIKWALE LODGE
702,Bontang,ID,76.14,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
703,Ndele,CF,69.13,light rain,8.4109,20.6473,
704,Maturin,VE,79.43,overcast clouds,9.75,-63.1767,Hotel Residencial La Pichincha
705,La Seyne-Sur-Mer,FR,63.88,clear sky,43.0982,5.8847,La Frégate
706,Tam Ky,VN,71.58,moderate rain,15.5667,108.4833,Khách Sạn Đông Á
707,Port Hedland,AU,75.25,overcast clouds,-20.3167,118.5667,The Esplanade Hotel
